Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Yrs_since_inception,Outlet_Size,Outlet_Location_Type,Outlet_Type,sales
6.78,Regular,0,Baking Goods,95.012,OUT049,17,Medium,Tier 1,Supermarket Type1,2050.664
6.195,Low Fat,0.07198553,Snack Foods,122.2098,OUT046,19,Small,Tier 1,Supermarket Type1,1205.098
18.6,Regular,0.17133418,Meat,48.8376,OUT013,29,High,Tier 3,Supermarket Type1,287.6256
8.63,Regular,0.047329385,Canned,174.1422,OUT010,18,Medium,Tier 3,Grocery Store,517.3266
11.8,Regular,0.170977155,Canned,117.0834,OUT018,7,Medium,Tier 3,Supermarket Type2,1842.9344
7.075,Low Fat,0.058298384,Dairy,145.8128,OUT013,29,High,Tier 3,Supermarket Type1,1725.7536
8.395,Low Fat,0.039715591,Snack Foods,100.1042,OUT017,9,Medium,Tier 2,Supermarket Type1,1289.6546
17.85,Low Fat,0.046824729,Meat,153.6682,OUT018,7,Medium,Tier 3,Supermarket Type2,1829.6184
12.35,Regular,0.311090379,Baking Goods,79.2328,OUT010,18,Medium,Tier 3,Grocery Store,154.4656
14.6,Low Fat,0.059611153,Others,238.3538,OUT045,14,Medium,Tier 2,Supermarket Type1,2163.1842
11.65,Regular,0.075834825,Snack Foods,82.9908,OUT035,12,Small,Tier 2,Supermarket Type1,1258.362
20.7,Low Fat,0.170072462,Canned,183.8266,OUT049,17,Medium,Tier 1,Supermarket Type1,1844.266
8.77,Regular,0,Fruits and Vegetables,173.6422,OUT013,29,High,Tier 3,Supermarket Type1,517.3266
20.25,Low Fat,0.036399734,Dairy,219.3482,OUT045,14,Medium,Tier 2,Supermarket Type1,8323.8316
13.65,Regular,0.072912432,Frozen Foods,198.4426,OUT046,19,Small,Tier 1,Supermarket Type1,5536.7928
17.7,Low Fat,0.012567811,Household,168.4474,OUT045,14,Medium,Tier 2,Supermarket Type1,2358.2636
8.315,Regular,0.035773394,Baking Goods,144.3444,OUT017,9,Medium,Tier 2,Supermarket Type1,3483.4656
7.81,Low Fat,0.067836851,Soft Drinks,246.1486,OUT017,9,Medium,Tier 2,Supermarket Type1,5375.6692
11.1,Low Fat,0,Snack Foods,220.7482,OUT049,17,Medium,Tier 1,Supermarket Type1,4380.964
18.1,Low Fat,0.022434418,Fruits and Vegetables,96.2094,OUT049,17,Medium,Tier 1,Supermarket Type1,952.094
8.88,Low Fat,0.086764795,Hard Drinks,153.8682,OUT035,12,Small,Tier 2,Supermarket Type1,1829.6184
12.15,Low Fat,0,Health and Hygiene,39.1506,OUT017,9,Medium,Tier 2,Supermarket Type1,1480.0734
9.5,Low Fat,0.085437778,Hard Drinks,188.4872,OUT018,7,Medium,Tier 3,Supermarket Type2,3592.6568
15.25,Low Fat,0.089998959,Frozen Foods,215.1192,OUT045,14,Medium,Tier 2,Supermarket Type1,2157.192
12.15,Low Fat,0,Others,123.773,OUT046,19,Small,Tier 1,Supermarket Type1,3325.671
16.35,Low Fat,0.016993204,Household,95.741,OUT046,19,Small,Tier 1,Supermarket Type1,965.41
12.85,Low Fat,0.137441201,Snack Foods,157.663,OUT049,17,Medium,Tier 1,Supermarket Type1,2659.871
12.5,Low Fat,0.051970788,Fruits and Vegetables,103.699,OUT010,18,Medium,Tier 3,Grocery Store,412.796
7.905,Low Fat,0,Frozen Foods,109.1254,OUT017,9,Medium,Tier 2,Supermarket Type1,1627.881
17.85,Low Fat,0.02492239,Soft Drinks,153.4998,OUT018,7,Medium,Tier 3,Supermarket Type2,2922.1962
7.21,Regular,0.144924795,Snack Foods,100.8332,OUT045,14,Medium,Tier 2,Supermarket Type1,1537.998
5.175,Low Fat,0.030349723,Health and Hygiene,37.0874,OUT035,12,Small,Tier 2,Supermarket Type1,423.4488
16.2,Low Fat,0.050625182,Household,193.1162,OUT017,9,Medium,Tier 2,Supermarket Type1,2501.4106
14,Low Fat,0.02371512,Baking Goods,103.8332,OUT013,29,High,Tier 3,Supermarket Type1,1743.0644
8.42,Low Fat,0.112177581,Health and Hygiene,65.9168,OUT013,29,High,Tier 3,Supermarket Type1,958.752
9.3,Low Fat,0.04774013,Baking Goods,195.0136,OUT010,18,Medium,Tier 3,Grocery Store,194.4136
9.395,Low Fat,0.159304333,Soft Drinks,226.172,OUT035,12,Small,Tier 2,Supermarket Type1,3848.324
17.85,Regular,0.020989308,Meat,260.7936,OUT045,14,Medium,Tier 2,Supermarket Type1,4697.8848
6.13,Low Fat,0,Dairy,60.1536,OUT013,29,High,Tier 3,Supermarket Type1,1102.5648
20.1,Regular,0.054816926,Fruits and Vegetables,194.282,OUT018,7,Medium,Tier 3,Supermarket Type2,1544.656
16.5,Regular,0.068511103,Canned,103.699,OUT017,9,Medium,Tier 2,Supermarket Type1,1651.184
5.615,Low Fat,0.12574524,Health and Hygiene,122.473,OUT035,12,Small,Tier 2,Supermarket Type1,1354.903
7.52,Regular,0.044023213,Baking Goods,183.095,OUT046,19,Small,Tier 1,Supermarket Type1,5492.85
13.8,Regular,0.024660202,Canned,87.4172,OUT010,18,Medium,Tier 3,Grocery Store,178.4344
17.6,Regular,0.039214444,Snack Foods,98.241,OUT035,12,Small,Tier 2,Supermarket Type1,1930.82
20.5,Low Fat,0.036344721,Fruits and Vegetables,122.3756,OUT017,9,Medium,Tier 2,Supermarket Type1,2544.6876
11.8,Low Fat,0.008554052,Health and Hygiene,116.9492,OUT013,29,High,Tier 3,Supermarket Type1,1969.4364
20.25,Low Fat,0.148302815,Health and Hygiene,108.3938,OUT049,17,Medium,Tier 1,Supermarket Type1,2787.0388
15.85,Low Fat,0.081914677,Breads,177.637,OUT049,17,Medium,Tier 1,Supermarket Type1,3352.303
17.7,Low Fat,0.029914022,Snack Foods,166.2816,OUT013,29,High,Tier 3,Supermarket Type1,2516.724
6.035,Regular,0.065771344,Baking Goods,185.324,OUT035,12,Small,Tier 2,Supermarket Type1,3728.48
12.35,Low Fat,0.163941937,Household,117.0124,OUT046,19,Small,Tier 1,Supermarket Type1,1540.6612
14.65,Regular,0.099692906,Snack Foods,50.9666,OUT017,9,Medium,Tier 2,Supermarket Type1,717.7324
10.895,Low Fat,0.059834024,Fruits and Vegetables,133.5284,OUT010,18,Medium,Tier 3,Grocery Store,263.6568
15.75,Low Fat,0.166174549,Dairy,37.4506,OUT045,14,Medium,Tier 2,Supermarket Type1,1062.6168
11.15,Low Fat,0.119930029,Dairy,44.2744,OUT035,12,Small,Tier 2,Supermarket Type1,588.5672
8.985,Regular,0.057944376,Frozen Foods,131.531,OUT045,14,Medium,Tier 2,Supermarket Type1,1428.141
17.6,Regular,0.065649353,Snack Foods,94.841,OUT010,18,Medium,Tier 3,Grocery Store,193.082
13.15,Regular,0.037952777,Snack Foods,89.5856,OUT046,19,Small,Tier 1,Supermarket Type1,1494.0552
9.195,Regular,0.064113698,Frozen Foods,86.5566,OUT049,17,Medium,Tier 1,Supermarket Type1,1183.7924
19.6,Low Fat,0.02394662,Household,106.9964,OUT035,12,Small,Tier 2,Supermarket Type1,1788.3388
20.2,Low Fat,0.074177667,Household,93.2462,OUT013,29,High,Tier 3,Supermarket Type1,1018.0082
7.75,Regular,0.083268523,Frozen Foods,32.9558,OUT018,7,Medium,Tier 3,Supermarket Type2,101.8674
8.575,Regular,0.071832909,Dairy,194.1794,OUT035,12,Small,Tier 2,Supermarket Type1,3316.3498
20.2,Regular,0,Baking Goods,197.211,OUT013,29,High,Tier 3,Supermarket Type1,3535.398
19.35,Regular,0.062625641,Baking Goods,165.3184,OUT049,17,Medium,Tier 1,Supermarket Type1,1651.184
7.365,Low Fat,0.042646566,Fruits and Vegetables,225.172,OUT045,14,Medium,Tier 2,Supermarket Type1,452.744
7.5,Low Fat,0,Frozen Foods,237.7906,OUT035,12,Small,Tier 2,Supermarket Type1,1188.453
8.3,Low Fat,0.03555434,Fruits and Vegetables,37.4506,OUT017,9,Medium,Tier 2,Supermarket Type1,796.9626
16.75,Low Fat,0.105068444,Snack Foods,156.663,OUT045,14,Medium,Tier 2,Supermarket Type1,2816.334
10.695,Regular,0.060912865,Breakfast,173.8712,OUT018,7,Medium,Tier 3,Supermarket Type2,4570.0512
5.88,Low Fat,0.02488732,Household,147.5392,OUT046,19,Small,Tier 1,Supermarket Type1,2684.5056
12.6,Low Fat,0.024194731,Dairy,36.1874,OUT046,19,Small,Tier 1,Supermarket Type1,423.4488
10.695,Regular,0.01141595,Snack Foods,74.0038,OUT013,29,High,Tier 3,Supermarket Type1,1034.6532
17.85,Low Fat,0.018023997,Health and Hygiene,95.9094,OUT046,19,Small,Tier 1,Supermarket Type1,2285.0256
19.75,Low Fat,0.012499004,Fruits and Vegetables,188.0872,OUT018,7,Medium,Tier 3,Supermarket Type2,2458.1336
7.97,Low Fat,0.036045991,Seafood,107.5596,OUT010,18,Medium,Tier 3,Grocery Store,431.4384
15.7,Low Fat,0.16098885,Household,57.8562,OUT045,14,Medium,Tier 2,Supermarket Type1,651.8182
15.1,Low Fat,0.055793586,Household,139.7496,OUT013,29,High,Tier 3,Supermarket Type1,3952.1888
6.63,Regular,0.104445322,Baking Goods,167.25,OUT018,7,Medium,Tier 3,Supermarket Type2,1830.95
8.6,Low Fat,0.032687702,Health and Hygiene,140.9154,OUT045,14,Medium,Tier 2,Supermarket Type1,1134.5232
13,Low Fat,0.041909345,Household,255.0014,OUT045,14,Medium,Tier 2,Supermarket Type1,5865.0322
5.98,Low Fat,0.04363058,Fruits and Vegetables,148.2418,OUT049,17,Medium,Tier 1,Supermarket Type1,1618.5598
6.03,Low Fat,0,Dairy,175.1028,OUT049,17,Medium,Tier 1,Supermarket Type1,1593.9252
13.8,Regular,0.014793124,Canned,88.5172,OUT018,7,Medium,Tier 3,Supermarket Type2,2408.8644
16.1,Regular,0.159728395,Frozen Foods,34.3558,OUT046,19,Small,Tier 1,Supermarket Type1,271.6464
20.1,Low Fat,0.014925407,Health and Hygiene,143.4154,OUT013,29,High,Tier 3,Supermarket Type1,3545.385
9.17,Low Fat,0.102893121,Baking Goods,141.947,OUT013,29,High,Tier 3,Supermarket Type1,4008.116
10.895,Low Fat,0.020951848,Health and Hygiene,255.3672,OUT046,19,Small,Tier 1,Supermarket Type1,767.0016
5.325,Regular,0,Dairy,55.8298,OUT035,12,Small,Tier 2,Supermarket Type1,485.3682
12.85,Low Fat,0.108102606,Fruits and Vegetables,233.3642,OUT013,29,High,Tier 3,Supermarket Type1,3950.1914
15.35,Low Fat,0.073697713,Soft Drinks,91.912,OUT017,9,Medium,Tier 2,Supermarket Type1,559.272
16.7,Regular,0.091437584,Starchy Foods,64.3168,OUT010,18,Medium,Tier 3,Grocery Store,127.8336
13.3,Low Fat,0.009581155,Snack Foods,64.951,OUT046,19,Small,Tier 1,Supermarket Type1,1644.526
6.67,Regular,0.12332588,Snack Foods,90.2514,OUT013,29,High,Tier 3,Supermarket Type1,974.0654
20.5,Regular,0.112584813,Fruits and Vegetables,192.0478,OUT049,17,Medium,Tier 1,Supermarket Type1,1549.9824
15.1,Regular,0.019930418,Frozen Foods,131.531,OUT035,12,Small,Tier 2,Supermarket Type1,2856.282
17,Low Fat,0.126244059,Household,124.6362,OUT046,19,Small,Tier 1,Supermarket Type1,3900.9222
8.42,Regular,0.030905215,Canned,227.6352,OUT045,14,Medium,Tier 2,Supermarket Type1,2748.4224
15.2,Regular,0.104365283,Fruits and Vegetables,177.1054,OUT017,9,Medium,Tier 2,Supermarket Type1,3151.8972
17,Low Fat,0.087387669,Health and Hygiene,125.073,OUT010,18,Medium,Tier 3,Grocery Store,369.519
17.6,Regular,0.053481818,Starchy Foods,47.806,OUT017,9,Medium,Tier 2,Supermarket Type1,1071.938
18,Low Fat,0.073306615,Canned,155.0972,OUT049,17,Medium,Tier 1,Supermarket Type1,3894.93
14.6,Low Fat,0.043021542,Household,196.9084,OUT010,18,Medium,Tier 3,Grocery Store,595.2252
5.8,Low Fat,0.13169655,Dairy,89.4172,OUT017,9,Medium,Tier 2,Supermarket Type1,2498.0816
9.8,Low Fat,0.090834158,Others,192.2478,OUT018,7,Medium,Tier 3,Supermarket Type2,4068.7038
14.3,Low Fat,0.026321701,Frozen Foods,77.6302,OUT046,19,Small,Tier 1,Supermarket Type1,950.7624
11.1,Low Fat,0.176215665,Baking Goods,158.8604,OUT046,19,Small,Tier 1,Supermarket Type1,2693.8268
17,Low Fat,0.136008489,Fruits and Vegetables,171.7106,OUT045,14,Medium,Tier 2,Supermarket Type1,1711.106
18.6,Regular,0.17174348,Meat,48.8376,OUT049,17,Medium,Tier 1,Supermarket Type1,1294.3152
8.895,Regular,0.08154715,Snack Foods,49.8008,OUT017,9,Medium,Tier 2,Supermarket Type1,759.012
10.3,Low Fat,0.146767897,Meat,102.3648,OUT018,7,Medium,Tier 3,Supermarket Type2,1557.972
19.25,Regular,0.03467086,Canned,141.8496,OUT013,29,High,Tier 3,Supermarket Type1,2399.5432
12.6,Low Fat,0.09619424,Snack Foods,210.8612,OUT035,12,Small,Tier 2,Supermarket Type1,1254.3672
15.3,Regular,0.08511049,Canned,215.7218,OUT018,7,Medium,Tier 3,Supermarket Type2,1923.4962
18.6,Low Fat,0.077168705,Snack Foods,160.6236,OUT018,7,Medium,Tier 3,Supermarket Type2,1611.236
14.5,Low Fat,0.032597778,Others,163.621,OUT010,18,Medium,Tier 3,Grocery Store,815.605
13.5,Low Fat,0.021583971,Fruits and Vegetables,179.5976,OUT018,7,Medium,Tier 3,Supermarket Type2,2173.1712
10.3,Low Fat,0.078903499,Baking Goods,177.637,OUT045,14,Medium,Tier 2,Supermarket Type1,4234.488
7.155,Regular,0.281509514,Breads,33.8874,OUT010,18,Medium,Tier 3,Grocery Store,35.2874
16.5,Low Fat,0.012689327,Health and Hygiene,39.7506,OUT018,7,Medium,Tier 3,Supermarket Type2,227.7036
5.59,Regular,0.094741514,Snack Foods,63.1168,OUT010,18,Medium,Tier 3,Grocery Store,191.7504
15.15,Low Fat,0.046496777,Baking Goods,149.6708,OUT010,18,Medium,Tier 3,Grocery Store,300.9416
13.1,Low Fat,0.076005548,Dairy,166.1158,OUT017,9,Medium,Tier 2,Supermarket Type1,1169.8106
8.06,Low Fat,0,Breakfast,232.7326,OUT018,7,Medium,Tier 3,Supermarket Type2,3696.5216
10.195,Regular,0,Frozen Foods,139.5838,OUT018,7,Medium,Tier 3,Supermarket Type2,4495.4816
10.1,Low Fat,0.053732324,Canned,49.8008,OUT010,18,Medium,Tier 3,Grocery Store,303.6048
6.235,Low Fat,0.033807904,Household,258.9962,OUT010,18,Medium,Tier 3,Grocery Store,258.9962
12.5,Low Fat,0.020782036,Breads,198.3742,OUT018,7,Medium,Tier 3,Supermarket Type2,2587.9646
11.35,Regular,0.063173691,Dairy,86.1856,OUT013,29,High,Tier 3,Supermarket Type1,1494.0552
9.065,Low Fat,0.115563679,Frozen Foods,96.0094,OUT045,14,Medium,Tier 2,Supermarket Type1,1713.7692
11.65,Regular,0.076278201,Snack Foods,85.1908,OUT017,9,Medium,Tier 2,Supermarket Type1,671.1264
18.2,Regular,0.012223687,Fruits and Vegetables,57.1904,OUT049,17,Medium,Tier 1,Supermarket Type1,1640.5312
6.115,Regular,0.011419301,Frozen Foods,91.0488,OUT018,7,Medium,Tier 3,Supermarket Type2,1629.8784
6.92,Regular,0.131458247,Breakfast,90.5804,OUT018,7,Medium,Tier 3,Supermarket Type2,183.7608
7.035,Low Fat,0.021883368,Frozen Foods,263.791,OUT049,17,Medium,Tier 1,Supermarket Type1,4996.829
18.2,Low Fat,0.012607876,Snack Foods,139.818,OUT046,19,Small,Tier 1,Supermarket Type1,1398.18
10.5,Regular,0.025041738,Fruits and Vegetables,218.7508,OUT045,14,Medium,Tier 2,Supermarket Type1,3255.762
17.6,Low Fat,0.018934719,Health and Hygiene,237.759,OUT049,17,Medium,Tier 1,Supermarket Type1,3545.385
19.75,Low Fat,0.041448824,Fruits and Vegetables,116.5466,OUT045,14,Medium,Tier 2,Supermarket Type1,2828.3184
16.5,Low Fat,0.028395167,Snack Foods,91.7146,OUT013,29,High,Tier 3,Supermarket Type1,2462.7942
13.15,Regular,0.165221717,Fruits and Vegetables,172.0764,OUT013,29,High,Tier 3,Supermarket Type1,4466.1864
7.89,Low Fat,0.036127671,Dairy,117.4782,OUT035,12,Small,Tier 2,Supermarket Type1,2026.0294
20.5,Regular,0.019277945,Frozen Foods,82.8592,OUT018,7,Medium,Tier 3,Supermarket Type2,1733.7432
16.25,Low Fat,0.057629899,Fruits and Vegetables,123.9046,OUT018,7,Medium,Tier 3,Supermarket Type2,1120.5414
12.6,Low Fat,0.096212432,Snack Foods,207.2612,OUT046,19,Small,Tier 1,Supermarket Type1,4390.2852
8.775,Low Fat,0.021647195,Fruits and Vegetables,109.5228,OUT045,14,Medium,Tier 2,Supermarket Type1,994.7052
7.42,Regular,0.021573645,Seafood,184.6582,OUT046,19,Small,Tier 1,Supermarket Type1,5015.4714
8.67,Low Fat,0.065424208,Soft Drinks,145.8128,OUT035,12,Small,Tier 2,Supermarket Type1,2444.8176
8.77,Regular,0.046866331,Fruits and Vegetables,170.5422,OUT045,14,Medium,Tier 2,Supermarket Type1,1551.9798
19.35,Regular,0,Fruits and Vegetables,238.6564,OUT013,29,High,Tier 3,Supermarket Type1,3575.346
16.25,Low Fat,0.087102593,Dairy,96.041,OUT013,29,High,Tier 3,Supermarket Type1,868.869
11.5,Low Fat,0.01774202,Health and Hygiene,129.6626,OUT017,9,Medium,Tier 2,Supermarket Type1,1836.2764
11.1,Low Fat,0.010632752,Canned,82.5908,OUT013,29,High,Tier 3,Supermarket Type1,1510.0344
5.59,Regular,0.05671761,Snack Foods,62.9168,OUT045,14,Medium,Tier 2,Supermarket Type1,1406.1696
6.55,Low Fat,0.024505418,Breads,102.9332,OUT013,29,High,Tier 3,Supermarket Type1,1845.5976
6.85,Low Fat,0.03830192,Frozen Foods,261.2594,OUT010,18,Medium,Tier 3,Grocery Store,1046.6376
21.25,Low Fat,0.024693927,Household,144.1102,OUT049,17,Medium,Tier 1,Supermarket Type1,1749.7224
12.8,Regular,0.190569038,Breads,138.7838,OUT010,18,Medium,Tier 3,Grocery Store,280.9676
8.31,Regular,0,Snack Foods,177.4028,OUT046,19,Small,Tier 1,Supermarket Type1,3896.2616
12.1,Low Fat,0.016826748,Hard Drinks,179.166,OUT046,19,Small,Tier 1,Supermarket Type1,3056.022
20.25,Low Fat,0,Household,145.6418,OUT013,29,High,Tier 3,Supermarket Type1,3384.2614
16.75,Low Fat,0,Snack Foods,156.163,OUT046,19,Small,Tier 1,Supermarket Type1,2816.334
7.075,Low Fat,0.058465268,Dairy,145.3128,OUT045,14,Medium,Tier 2,Supermarket Type1,1869.5664
11.1,Regular,0.053765212,Fruits and Vegetables,163.1526,OUT035,12,Small,Tier 2,Supermarket Type1,1808.9786
6.63,Regular,0.01098386,Snack Foods,55.4588,OUT018,7,Medium,Tier 3,Supermarket Type2,343.5528
8.935,Low Fat,0.040245222,Frozen Foods,54.9298,OUT049,17,Medium,Tier 1,Supermarket Type1,1348.245
7.935,Low Fat,0.017253305,Dairy,51.435,OUT017,9,Medium,Tier 2,Supermarket Type1,499.35
7.485,Low Fat,0.069231189,Snack Foods,112.1228,OUT049,17,Medium,Tier 1,Supermarket Type1,1215.7508
9.5,Low Fat,0.074648119,Snack Foods,253.3724,OUT018,7,Medium,Tier 3,Supermarket Type2,755.0172
18.35,Low Fat,0.030542489,Health and Hygiene,193.1162,OUT049,17,Medium,Tier 1,Supermarket Type1,2693.8268
6.365,Low Fat,0.007359711,Frozen Foods,60.1536,OUT049,17,Medium,Tier 1,Supermarket Type1,490.0288
11.1,Low Fat,0.059940022,Fruits and Vegetables,149.1366,OUT049,17,Medium,Tier 1,Supermarket Type1,4231.8248
11.395,Low Fat,0,Health and Hygiene,149.2708,OUT017,9,Medium,Tier 2,Supermarket Type1,2407.5328
9.895,Regular,0.048860587,Frozen Foods,260.2278,OUT018,7,Medium,Tier 3,Supermarket Type2,4165.2448
7.68,Low Fat,0.153419412,Health and Hygiene,86.4224,OUT017,9,Medium,Tier 2,Supermarket Type1,511.3344
13.65,Low Fat,0.077219509,Health and Hygiene,56.493,OUT035,12,Small,Tier 2,Supermarket Type1,509.337
15.75,Low Fat,0.13504726,Household,98.57,OUT035,12,Small,Tier 2,Supermarket Type1,2496.75
10.195,Regular,0.146094132,Dairy,196.1794,OUT049,17,Medium,Tier 1,Supermarket Type1,2926.191
10.895,Low Fat,0.027157955,Others,50.2666,OUT018,7,Medium,Tier 3,Supermarket Type2,820.2656
17.7,Regular,0.016596645,Fruits and Vegetables,48.3034,OUT046,19,Small,Tier 1,Supermarket Type1,777.6544
17.25,Low Fat,0.084316691,Soft Drinks,263.391,OUT035,12,Small,Tier 2,Supermarket Type1,6311.784
18.6,Low Fat,0.076791671,Snack Foods,161.0236,OUT013,29,High,Tier 3,Supermarket Type1,3705.8428
13.8,Low Fat,0.01326146,Canned,108.0254,OUT035,12,Small,Tier 2,Supermarket Type1,759.6778
11.1,Regular,0,Fruits and Vegetables,165.5526,OUT018,7,Medium,Tier 3,Supermarket Type2,1973.4312
10.195,Regular,0.012528611,Meat,195.111,OUT017,9,Medium,Tier 2,Supermarket Type1,3731.809
5.88,Low Fat,0.003597678,Hard Drinks,153.8998,OUT049,17,Medium,Tier 1,Supermarket Type1,2922.1962
11.15,Low Fat,0.032438645,Health and Hygiene,163.0526,OUT017,9,Medium,Tier 2,Supermarket Type1,2302.3364
11.6,Low Fat,0.041112694,Soft Drinks,142.0154,OUT018,7,Medium,Tier 3,Supermarket Type2,850.8924
12.1,Low Fat,0.011539622,Dairy,163.5526,OUT046,19,Small,Tier 1,Supermarket Type1,2302.3364
4.635,Low Fat,0.141686037,Breads,126.9994,OUT017,9,Medium,Tier 2,Supermarket Type1,1798.9916
8.51,Low Fat,0.052051256,Household,142.247,OUT045,14,Medium,Tier 2,Supermarket Type1,2004.058
9.6,Low Fat,0.09627919,Soft Drinks,167.3158,OUT035,12,Small,Tier 2,Supermarket Type1,1838.2738
17.25,Regular,0.047533568,Snack Foods,96.9068,OUT017,9,Medium,Tier 2,Supermarket Type1,1458.102
15,Low Fat,0.04499948,Health and Hygiene,140.4838,OUT045,14,Medium,Tier 2,Supermarket Type1,1685.8056
16.75,Low Fat,0.12888573,Breads,87.6856,OUT046,19,Small,Tier 1,Supermarket Type1,1494.0552
8.365,Low Fat,0.120256303,Hard Drinks,39.2506,OUT010,18,Medium,Tier 3,Grocery Store,75.9012
18.85,Low Fat,0.137755834,Hard Drinks,161.8578,OUT018,7,Medium,Tier 3,Supermarket Type2,3530.0716
6.615,Low Fat,0.093913607,Dairy,198.7426,OUT017,9,Medium,Tier 2,Supermarket Type1,1186.4556
5.75,Regular,0.075287081,Dairy,115.3176,OUT049,17,Medium,Tier 1,Supermarket Type1,572.588
10,Low Fat,0.100055625,Snack Foods,113.3544,OUT018,7,Medium,Tier 3,Supermarket Type2,3467.4864
13.1,Low Fat,0.006061565,Frozen Foods,188.9898,OUT035,12,Small,Tier 2,Supermarket Type1,4303.0654
10.1,Regular,0.053667516,Fruits and Vegetables,223.0088,OUT049,17,Medium,Tier 1,Supermarket Type1,671.1264
11.65,Regular,0.076002991,Snack Foods,83.4908,OUT045,14,Medium,Tier 2,Supermarket Type1,503.3448
9.3,Low Fat,0.043141572,Fruits and Vegetables,90.4172,OUT018,7,Medium,Tier 3,Supermarket Type2,1249.0408
19.6,Low Fat,0.024276035,Dairy,45.3718,OUT045,14,Medium,Tier 2,Supermarket Type1,614.5334
11.35,Low Fat,0.03093263,Snack Foods,51.5008,OUT018,7,Medium,Tier 3,Supermarket Type2,607.2096
5.44,Regular,0.017096552,Baking Goods,178.137,OUT045,14,Medium,Tier 2,Supermarket Type1,3175.866
14.65,Low Fat,0.172357491,Fruits and Vegetables,50.8692,OUT017,9,Medium,Tier 2,Supermarket Type1,788.3072
12.35,Regular,0.185824165,Baking Goods,78.5328,OUT035,12,Small,Tier 2,Supermarket Type1,695.0952
12.85,Regular,0.152988295,Fruits and Vegetables,253.7382,OUT017,9,Medium,Tier 2,Supermarket Type1,2271.0438
17.1,Low Fat,0,Breads,85.5566,OUT049,17,Medium,Tier 1,Supermarket Type1,1860.2452
11.6,Regular,0.143897558,Dairy,240.6222,OUT013,29,High,Tier 3,Supermarket Type1,2868.2664
7.445,Low Fat,0.037845086,Baking Goods,75.5354,OUT017,9,Medium,Tier 2,Supermarket Type1,1956.1204
6.135,Low Fat,0.115500999,Soft Drinks,161.1236,OUT018,7,Medium,Tier 3,Supermarket Type2,644.4944
8.68,Low Fat,0.01478914,Frozen Foods,97.7384,OUT010,18,Medium,Tier 3,Grocery Store,98.5384
18.5,Low Fat,0.033938279,Others,132.5284,OUT035,12,Small,Tier 2,Supermarket Type1,1318.284
14.3,Low Fat,0.026299797,Frozen Foods,79.4302,OUT013,29,High,Tier 3,Supermarket Type1,1743.0644
15.35,Low Fat,0,Snack Foods,88.283,OUT046,19,Small,Tier 1,Supermarket Type1,1797.66
17.7,Low Fat,0,Dairy,182.5292,OUT013,29,High,Tier 3,Supermarket Type1,2736.438
15.2,Regular,0.10377827,Fruits and Vegetables,175.6054,OUT046,19,Small,Tier 1,Supermarket Type1,2451.4756
9.8,Regular,0.045522854,Baking Goods,35.0874,OUT017,9,Medium,Tier 2,Supermarket Type1,352.874
15.25,Regular,0,Snack Foods,179.766,OUT018,7,Medium,Tier 3,Supermarket Type2,3056.022
17.6,Low Fat,0.105472205,Snack Foods,165.6868,OUT017,9,Medium,Tier 2,Supermarket Type1,3111.9492
7.55,Regular,0.030938774,Fruits and Vegetables,121.0072,OUT035,12,Small,Tier 2,Supermarket Type1,2082.6224
19.7,Regular,0.160671255,Canned,254.7014,OUT035,12,Small,Tier 2,Supermarket Type1,3570.0196
13,Regular,0.070243155,Snack Foods,65.7484,OUT013,29,High,Tier 3,Supermarket Type1,391.4904
11.8,Regular,0.170548238,Canned,113.8834,OUT049,17,Medium,Tier 1,Supermarket Type1,1382.2008
20.35,Low Fat,0.060794097,Baking Goods,233.6616,OUT049,17,Medium,Tier 1,Supermarket Type1,2577.9776
